,Country,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
116,Cambodia,KHM,,,,1150.285942,740.1297815,804.1239173,841.3389302,865.2669966,892.1317992,995.4598384,1101.815794,1185.433252,1259.813705,1368.700893,1525.928724,1754.171137,1971.563042,2198.292175,2355.903624,2340.558567,2470.704155,2658.062552,2860.146734,3073.318143,3300.61675,3513.82356,3742.958793,4019.679985,4360.854404,
120,Kuwait,KWT,,,,,,59810.88601,60485.3054,59975.52572,58721.77862,54891.17974,56067.05908,55831.35461,57502.26456,67935.05515,75549.67174,83521.9999,88482.98358,91290.71514,89916.47335,79265.59307,73817.97698,78021.67168,80209.81453,78399.24717,76703.31167,75042.14197,75689.27575,71695.56421,72897.56235,
123,Lebanon,LBN,3623.301987,5370.690693,6074.965236,6527.670426,6874.467165,7206.501581,7980.554427,8096.717458,8407.338254,8361.1002,8448.529729,8632.385929,8654.47792,8672.163654,9091.163179,9366.765445,9688.656235,10860.92089,12102.83681,13286.61257,14111.19139,13841.53501,13610.88835,13309.01995,13049.03296,12695.41014,12693.56418,12813.86955,13081.10746,
124,Liberia,LBR,,,,,,,,,,,1048.694769,1063.610813,1094.849374,765.7607838,791.8993006,837.6613236,901.3154509,974.9193196,1021.823984,1041.945486,1078.946046,1154.40937,1234.280819,1329.049283,1328.913111,1309.269565,1269.886223,1293.415934,1308.629536,
125,Libya,LBY,,,,,,,,,,16706.12671,17437.0857,17230.91106,17060.31866,19326.376,20406.82756,23181.26796,25053.9574,26958.63336,27825.07083,27474.49038,28890.36545,11096.15636,25080.96838,21929.50351,16870.48513,15403.57322,14964.52288,19056.8043,20764.16414,
131,Sri Lanka,LKA,2344.671738,2505.107564,2644.605926,2863.712968,3059.694845,3268.850512,3431.796636,3693.748221,3891.084691,4095.248635,4410.987735,4406.600002,4616.969352,4940.196264,5304.427424,5764.132459,6344.939228,6906.996548,7407.324792,7674.350942,8328.90662,9155.658792,10171.42447,10618.20208,11250.30924,11830.69575,12359.34586,12878.58867,13473.66309,
136,Lithuania,LTU,,,,,,5924.033348,6379.408099,7069.96175,7763.001308,7821.640887,8457.608774,9451.636523,10494.35179,12067.65917,13031.50054,14526.0824,16484.59202,19095.43677,20744.12753,18145.85292,20039.01002,22823.91839,24645.56909,26680.03416,28156.13581,28823.81289,30334.19087,33314.74037,35461.3591,
137,Luxembourg,LUX,29664.79513,32875.59926,33784.86985,35557.60211,37194.51922,39635.72375,41343.73163,42846.10545,44396.52913,50627.92776,55348.89874,55894.80455,58771.50927,60039.29874,64051.55593,68220.06448,77951.36474,83981.73587,86693.89512,82278.19739,85613.58661,92005.01684,91622.17742,95590.5387,101297.5757,103750.7751,108165.7614,110589.1924,113337.4205,
138,Latvia,LVA,,,,,5399.533143,5491.329936,5778.977931,6467.472906,7048.004597,7390.374605,8015.685601,9018.397415,10052.62273,11010.88527,12199.16411,13836.84355,15745.10313,18127.15673,19466.14509,16924.03115,17587.34596,19789.4764,21291.1197,22692.85344,23844.22612,24830.93429,25875.98735,28115.34769,30304.8525,
140,Morocco,MAR,2545.871185,2770.948826,2725.623708,2722.172776,3024.580204,2876.256361,3243.969395,3204.383674,3430.203441,3473.500068,3574.843324,3873.407176,4009.185551,4276.012573,4547.823685,4787.233945,5243.914739,5509.929878,5879.26095,6099.692766,6324.152955,6703.876831,6940.434737,7278.362142,7507.240831,7822.968048,7885.837651,8267.345841,8611.709833,
142,Moldova,MDA,,,,,,2310.225278,2218.704727,2302.638031,2177.095541,2137.493306,2235.878102,2429.72802,2666.845803,2903.817694,3210.597016,3567.570266,3862.678175,4094.912562,4508.754038,4275.933379,4637.516516,5012.742008,5079.416347,5637.502408,6035.022647,6082.841894,6424.371154,6858.891958,7271.641919,
143,Madagascar,MDG,1251.136354,1176.911754,1182.512215,1199.430107,1187.525857,1195.769519,1205.602851,1232.232603,1254.791305,1290.918093,1340.131271,1407.821118,1211.285973,1314.210686,1378.740509,1443.840549,1517.271503,1608.135453,1700.21266,1599.214903,1583.036118,1596.89409,1631.312329,1652.671039,1693.795099,1718.597532,1758.845163,1813.515493,1891.320668,
146,Mexico,MEX,6498.917137,6883.346958,7185.821943,8555.64056,9014.381915,8482.613062,9076.087735,9712.091271,10173.16543,10448.8234,11089.81343,11129.86896,11187.47762,11482.44959,12085.7618,12657.63719,13808.17762,14290.06724,14924.82175,14558.24481,15260.62055,16520.25851,17162.92752,17373.89702,18045.98446,18284.88284,18783.16158,19423.92769,19844.64567,
150,Mali,MLI,826.7915224,934.6138255,902.6909548,928.5429976,958.102147,961.3748446,1021.214235,1061.285545,1124.829717,1174.121366,1166.376271,1335.566578,1357.257746,1462.478263,1477.634673,1571.587683,1639.719328,1685.393542,1741.249136,1777.690079,1836.816217,1877.892828,1842.686602,1863.367757,1974.217655,2053.128574,2131.589703,2221.757886,2316.6552,
151,Malta,MLT,9338.486641,9985.532731,10582.44536,11206.09823,11979.6153,12916.18686,13675.07142,15130.21069,15868.63158,16962.2056,19425.71188,19621.34454,20561.69408,20937.60382,21401.14407,22232.48289,23223.97713,24893.20115,26193.18285,26139.50818,27809.1065,28585.82045,29437.16903,31080.26838,33391.11068,36195.56319,38347.86857,41510.28901,42581.09786,
152,Myanmar,MMR,473.8636016,480.2529696,532.1541028,571.0858596,619.7681011,668.7409165,715.8812561,759.5566271,802.7528875,892.3254411,1025.710408,1154.626473,1300.795797,1494.384325,1727.868284,2007.514098,2322.057579,2653.118882,2963.697788,3280.274594,3613.019143,3864.959768,4193.132339,4587.086831,5005.999653,5372.241161,5709.871361,6172.392649,6674.028647,
154,Montenegro,MNE,,,,,,,,,,,6002.627014,6773.144226,7100.282774,7332.728503,7835.159297,8313.65688,10447.90074,12447.2825,13816.61796,13024.77202,13634.99696,14472.45826,13863.88105,14870.22694,15371.1069,16337.25379,17866.47225,19355.01984,20689.98675,
155,Mongolia,MNG,3324.141434,3090.018337,2835.195526,2785.947157,2884.132559,3108.459064,3210.214439,3364.981053,3486.756517,3614.154884,3704.257383,3861.572885,4068.489678,4388.534427,4930.358646,5387.888859,5949.514034,6644.628515,7270.048778,7119.208251,7530.75353,8853.125419,9939.570296,11068.45656,11925.8134,12100.12735,12140.84709,12791.57934,13799.90485,
158,Mauritania,MRT,1817.595525,1863.591541,1892.181003,1998.653887,1928.858683,2108.362723,2215.147748,2108.306783,2136.261159,2274.681928,2255.10044,2288.067066,2275.961576,2388.844886,2521.691232,2753.877366,3277.513188,3362.484972,3366.393023,3260.58864,3356.361346,3483.522101,3646.727568,3822.312546,3993.317015,3937.947108,3940.244577,4023.499238,4150.965246,
159,Mauritius,MUS,4919.358427,5254.268304,5649.181371,6005.304328,6298.430036,6648.798495,7076.123807,7512.876731,7974.459915,8195.953286,8977.839746,9407.27454,9643.218155,10329.29675,10997.50266,11473.50702,12338.18105,13334.33017,14274.27438,14820.49866,15612.29342,16561.77098,17421.14502,18282.22808,19290.69193,20162.99668,21151.24777,22355.19052,23750.98804,
160,Malawi,MWI,484.6257673,533.6409359,501.3078043,561.5102108,512.9053956,605.132247,649.5296751,669.612175,684.362339,695.4614631,703.1408641,665.8978472,671.3882915,705.6155993,745.1582906,773.116299,811.5953094,888.2018943,947.2435231,1004.660758,1055.49399,1097.942135,1107.97055,1152.848569,1207.29441,1220.229587,1230.416571,1269.644595,1310.995555,
161,Malaysia,MYS,6850.467599,7552.844003,8197.667959,8994.020079,9784.926785,10698.85039,11682.30246,12431.50422,11355.61354,11931.65829,12973.90027,13037.70037,13670.03764,14437.40671,15522.70405,16531.59892,17632.1306,18872.82195,19787.69915,19283.45231,20605.20111,21806.82279,23105.07529,24279.37169,25875.50267,27116.57626,28246.75055,30025.17655,31782.15336,
163,Namibia,NAM,3707.439304,4023.68578,4293.274922,4219.477728,4282.99465,4442.703585,4568.757392,4744.820265,4859.974512,5003.161166,5203.03658,5293.947383,5550.438276,5806.673404,6594.173668,6861.588443,7442.555097,7911.929266,8130.123186,8067.700206,8500.097148,8959.515893,9427.082267,9955.453108,10598.66867,11160.37964,11200.42787,11104.41938,11101.82628,
165,Niger,NER,579.4986877,594.676687,550.1401817,552.4105688,567.0860662,573.9088947,583.7138839,589.0550458,634.8457891,617.8396809,600.6752781,633.9734318,639.4484554,661.008422,654.7420992,679.7015488,713.6738644,728.0355856,783.1968713,754.2540731,795.6828256,799.258376,876.2759995,902.6625995,951.1605867,964.8380788,984.6831336,1012.859196,1063.421841,
166,Nigeria,NGA,2180.914504,2205.866119,2301.841093,2251.352546,2202.096926,2191.388807,2267.989714,2316.484771,2343.897217,2332.662979,2442.50098,2578.21048,2945.251781,3139.679071,3433.443947,3672.153889,3909.120916,4167.553703,4417.395066,4682.435935,4981.358232,5213.837194,5392.096403,5698.166678,6009.989453,6072.477295,5882.98734,5887.573078,5990.850432,
167,Nicaragua,NIC,1929.123689,1946.67862,1954.338333,1949.024481,2013.539585,2133.68554,2267.037579,2354.854102,2428.010163,2593.901267,2718.03664,2817.618872,2842.900823,2927.856377,3123.423668,3313.09333,3506.683287,3732.018183,3881.592411,3730.984825,3887.787537,4163.256335,4458.726178,4697.737392,4950.081248,5174.972123,5400.248939,5687.231512,5533.551064,
168,Netherlands,NLD,19145.38619,20116.46425,20768.30901,21378.21433,22346.11718,23409.69474,24484.18112,26014.33343,27708.5133,29268.5361,31875.23602,33194.04609,34447.20532,34111.80335,35777.15324,37625.56171,40971.26076,43896.7387,46420.20168,44566.0619,45040.31808,46599.02103,47272.10302,49241.51784,49233.2154,50302.06775,51338.57326,54503.08193,56328.94114,
169,Norway,NOR,18432.49795,19550.27114,20591.34107,21550.32066,22991.94589,24322.90897,26791.39258,28605.66293,28185.93428,30555.04906,36941.60093,37780.10051,37980.35398,38550.95539,42511.17645,47797.52995,54104.28927,55876.50392,61716.59971,55375.57628,57915.01937,62076.74066,65354.77925,66961.2531,65892.68928,60385.11676,57744.27451,62012.40776,65510.58527,
170,Nepal,NPL,770.9613269,825.9444512,855.9546296,885.4690835,953.0553585,981.8166081,1028.549625,1075.047213,1096.960448,1139.558852,1214.984044,1279.532443,1281.411281,1337.483006,1418.660868,1494.627788,1571.99503,1649.306356,1765.030528,1844.102817,1946.058721,2052.547197,2196.118851,2333.145473,2520.689553,2621.766575,2641.971128,2874.983331,3089.556352,
172,New Zealand,NZL,14863.60432,14566.0315,14917.76347,15960.70477,17092.40631,17907.65303,18464.03309,19137.32333,19343.05871,20579.36592,21521.70657,22500.47759,23306.27954,23967.42075,25080.47246,25677.41908,27758.16574,29385.89572,29860.52773,30699.66202,31253.0536,32734.53667,32986.18289,36219.42401,37260.6294,37475.17836,39122.54213,40438.57095,41005.42087,
176,Pakistan,PAK,1983.002405,2092.958455,2242.209007,2272.332411,2342.064525,2440.610608,2532.653451,2528.826396,2548.877342,2607.203953,2706.43252,2750.394675,2815.116141,2936.770126,3164.243422,3433.223613,3670.481818,3862.100588,3914.611952,3966.565219,3988.656725,4094.527112,4228.513001,4398.38123,4593.96424,4762.296721,4975.654395,5241.938741,5567.055608,
177,Panama,PAN,5097.454419,5646.975273,6121.183994,6473.319476,6661.825734,6780.32417,7040.641248,7470.840283,7946.943362,8211.458455,8454.716158,8522.941831,8683.41252,9044.711519,9802.658752,10636.88888,11691.26125,13202.65612,14523.04302,14554.83079,15311.02913,17099.81883,18806.56302,20111.95122,21167.17679,22237.09305,23195.81113,24472.00985,25553.69671,
178,Peru,PER,3409.302983,3530.681308,3522.120812,3723.090461,4191.260161,4511.593898,4636.047521,4930.387876,4879.816854,4943.311768,5115.127919,5193.024653,5500.92409,5778.612059,6171.598136,6705.08808,7365.736619,8140.979682,8984.079457,9078.556657,9869.070416,10626.07713,11400.33573,12169.12008,12561.24545,12944.82234,13403.44727,13771.45995,14418.07067,
179,Philippines,PHL,2604.517106,2611.225974,2615.236127,2669.247977,2779.624576,2902.436693,3057.485347,3198.505359,3145.17373,3217.647206,3361.325849,3459.885946,3566.98384,3736.355692,4013.774343,4255.375298,4531.986252,4877.472739,5093.578334,5106.399206,5468.305507,5689.760941,6081.936667,6514.667171,6930.764463,7313.409805,7784.136699,8340.331331,8951.085654,
182,Poland,POL,6175.624299,5915.540589,6183.525121,6549.983615,7029.081372,7664.955029,8254.577353,8922.235627,9471.440494,10022.39536,10652.90829,11101.97471,11781.05635,12257.14487,13341.1,13895.92354,15142.18487,16787.97025,18310.44321,19246.44868,21048.33052,22850.63885,23833.2097,24719.24751,25612.25783,26856.03522,27735.35085,29922.20498,31336.6035,
184,Puerto Rico,PRI,14423.78702,15147.64829,16095.72512,17097.75899,18025.63291,19063.85934,19640.50272,20760.35557,22028.15917,23432.96923,24672.33756,26748.01329,27384.78362,27890.78341,31141.05605,31518.4847,32150.48833,32821.89961,33036.52581,32816.94611,33229.92303,34195.65107,35286.05921,36207.67954,37053.7532,37715.36186,38383.03576,39006.3906,39540.58693,
186,Portugal,PRT,11761.71728,12719.90995,13161.73668,13182.13574,13557.00873,14384.1787,14902.59772,15787.04721,16686.79023,17718.15157,18879.28669,19533.0661,20356.6473,20827.98424,21458.27674,22725.27749,24657.10482,25708.24619,26665.8373,26464.31081,27259.7661,26769.51189,26438.0163,27936.03966,28742.44038,29668.8592,31043.56386,32777.40197,33415.4379,
187,Paraguay,PRY,5147.915471,5366.971588,5443.412266,5705.610834,5991.90864,6383.427958,6452.948608,6691.473294,6625.911697,6491.843206,6353.237862,6313.615515,6292.121243,6565.983676,6896.878338,7146.774004,7600.70403,8111.137929,8674.8955,8601.540165,9541.371804,10016.77037,10015.48605,10898.44902,11486.94437,11807.77259,12287.98588,12971.68385,13599.92656,
192,Qatar,QAT,,,,,,,,,,,86169.39432,88138.42244,92091.2766,91451.60854,101329.4787,97768.57115,107541.4558,109362.5076,111255.9944,108953.6771,117518.7009,124024.5682,122674.7237,122495.788,123308.2023,123822.0833,123573.6308,124609.3041,126898.4259,
193,Romania,ROU,5272.16847,4787.769304,4508.103292,4691.848966,4987.703698,5420.671702,5738.184636,5563.51226,5544.244675,5596.462179,5848.885376,6521.415379,7162.335654,7551.604779,8982.101337,9602.126199,11544.68273,13686.83097,16782.2321,16635.2298,16966.46061,17907.67463,18931.5325,19797.37887,20623.32437,21631.77015,23868.0692,26631.87948,28206.35705,
195,Rwanda,RWA,561.8209842,582.597707,666.7964522,671.1547958,359.857678,505.3100502,563.1073981,610.8281225,619.9934493,609.0338558,637.9898128,681.7397558,765.6584963,784.935105,853.7919406,945.5541673,1054.465817,1136.486959,1253.996633,1307.068325,1383.013387,1486.655474,1606.102664,1669.971866,1762.105585,1890.203675,1973.146966,2078.052755,2251.556388,
197,Saudi Arabia,SAU,27709.39272,31887.13321,32913.51944,32334.66216,32387.04553,32381.92139,33142.06889,33430.0527,34123.05843,32634.68326,34440.70584,33886.43082,32527.4347,35787.18204,38515.94714,40726.05788,41927.62125,42654.27419,44945.32113,43119.88439,44498.67574,48473.70921,50491.5474,51188.96364,52550.79246,53897.94398,54159.79239,53693.3697,55335.67959,
198,Sudan,SDN,1143.53876,1238.572707,1315.621383,1372.150398,1378.917578,1453.2842,1526.142468,1670.77186,1714.977359,1745.100593,1845.523341,1953.48384,2053.798124,2191.622001,2273.597495,2450.7385,2702.901009,3011.096455,3220.329656,3262.020338,3327.142295,3643.092161,4152.156101,4306.149338,4397.809343,4551.996918,4703.856808,4880.261517,4767.689827,
199,Senegal,SEN,1507.67839,1551.262517,1559.16636,1570.355814,1559.202954,1633.060228,1654.03607,1693.692663,1771.699982,1867.220846,1923.982135,2007.413896,2003.101585,2123.433736,2251.253122,2389.98818,2458.169034,2579.774467,2664.229276,2667.307426,2718.906572,2739.335655,2854.119263,2903.740826,3067.034049,3205.894499,3351.536617,3556.137758,3782.538613,
200,Singapore,SGP,22655.11867,24286.78147,25705.58507,28598.32339,31448.46549,33390.07703,35086.41501,37384.43701,35740.22735,38026.44922,41662.74367,41000.41843,42886.18105,46342.2965,51612.82421,55809.70032,60745.45587,65230.10844,64230.63596,62873.49475,71565.99973,76034.33406,78978.82285,82881.407,86611.51359,89007.4608,91452.04273,96552.60261,101531.6302,
202,Sierra Leone,SLE,810.1181546,851.5159759,705.4856233,735.3014956,739.6555338,695.6926899,719.3999565,685.2001631,697.8469653,681.3313251,723.1020523,667.3971627,820.5143366,872.2546754,913.9100037,947.9151529,985.790854,1064.550355,1116.993886,1135.631121,1183.330094,1255.453038,1440.997449,1730.996317,1803.863023,1416.366137,1486.044851,1544.42929,1601.974029,
203,El Salvador,SLV,2927.952216,3030.727831,3271.941005,3496.505453,3690.626839,3899.674349,3960.390733,4114.237901,4233.048663,4351.604337,4466.055172,4573.706426,4691.691143,4827.613517,4977.067139,5246.379551,5614.58149,5847.272164,6088.377821,5981.526531,6152.394745,6492.63255,6773.622435,7014.692142,7236.117362,7453.429732,7686.143937,7972.782895,8331.804142,
204,Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Serbia,SRB,,,,,,4880.095567,5095.071628,5570.887042,5792.437289,5181.047189,5726.130474,6137.796738,6800.877215,7197.871716,8064.492325,9181.692585,10198.61081,11225.36244,12632.1427,12536.50405,12797.32427,13746.92668,13933.83821,14629.07053,14659.54058,14922.13735,15615.23211,16433.44975,17434.91613,
207,South Sudan,SSD,,,,,,,,,,,,,,,,,,,3166.742744,3203.157961,3286.872034,3094.906841,1653.130666,1858.641006,1920.627626,,,,,
211,Suriname,SUR,6759.85989,7040.959817,7098.734231,6663.218639,6922.467725,6959.714663,7056.418734,7487.882759,7650.803286,7561.280327,7799.400009,8207.121207,8469.853249,9063.396066,9981.176965,10630.65723,11453.18223,12219.65847,12824.43343,13159.25969,13841.41492,14788.068,15303.70159,15851.99662,16018.08688,15472.9779,14622.05054,15002.41986,15510.46464,
213,Slovenia,SVN,12360.48416,11633.87779,11265.43868,11888.54922,12804.07227,13606.56378,14290.03343,15281.20213,16055.78462,17083.25123,18003.72503,18956.12075,20241.52542,21088.99236,22740.22061,23852.64328,25693.73095,27543.4917,29604.29123,27543.39118,27824.64807,28931.38371,29042.82027,29973.69911,30870.02367,31636.75003,33191.67387,36142.79094,38048.78466,
214,Sweden,SWE,20218.56338,20522.40267,20625.56899,20558.34943,21685.19395,22905.30836,23740.60473,24640.20672,25706.46126,27293.21407,29453.55155,29770.04484,30751.20665,31583.04807,33608.73327,34029.19029,37435.37573,40592.8002,41971.61205,40156.41031,42179.33712,44503.67324,45304.41571,46138.45457,47045.64635,48975.00451,49423.21647,51878.6944,53208.88436,
220,Chad,TCD,719.8190101,782.2507915,836.9536078,699.3901517,761.5436281,761.4028942,766.1920666,795.7545338,831.126014,807.8928128,789.0857645,866.9534573,919.30299,1033.579668,1365.774154,1593.191325,1595.093799,1635.096706,1661.636622,1688.082282,1875.557261,1852.938156,1988.064823,2067.796467,2179.247741,2191.741795,2012.817316,1929.472752,1968.258262,
223,Togo,TGO,842.6164438,845.1566505,812.5668043,691.6739263,794.2365474,852.6449909,918.3564155,1035.838161,991.0417463,998.4027733,983.1198991,961.3663774,942.5333391,982.3464571,1004.334487,1020.978317,1065.777629,1089.696751,1125.033908,1164.346278,1216.508967,1286.470497,1360.257545,1430.525333,1504.32208,1566.994218,1630.600506,1691.534408,1773.896632,
224,Thailand,THA,4317.519756,4788.440906,5240.478916,5754.843413,6289.816358,6874.04216,7314.035685,7150.099886,6598.523725,6919.688538,7312.810698,7659.243252,8190.496026,8875.774031,9621.585542,10270.27254,11039.84209,11885.80937,12261.4599,12207.96845,13213.31474,13537.48834,14727.14305,15318.63674,15694.33668,16293.6098,16961.26557,17917.20689,19051.33338,
225,Tajikistan,TJK,2375.937064,2232.531784,1591.207891,1339.655562,1060.544112,934.2515345,780.759937,795.7335517,834.9309165,865.0769203,943.1371819,1039.08812,1150.196263,1276.807012,1420.907352,1533.305278,1658.496929,1798.807199,1938.442493,1986.596247,2094.538959,2245.785335,2404.805181,2567.785701,2726.507194,2851.709486,3006.511141,3216.580702,3449.779316,
226,Turkmenistan,TKM,5396.954295,5174.721476,4372.848453,4417.915732,3637.048434,3370.003997,3593.732366,3188.550922,3407.70712,3979.815388,4243.798539,4477.728363,4514.82698,4702.340206,5019.026996,5786.876112,6539.938877,7366.385083,8499.066211,8955.280706,9738.983107,11212.4865,12469.88011,13726.37238,15144.54545,16011.55121,16895.47613,18032.22196,19304.10131,
233,Trinidad and Tobago,TTO,7080.989817,7499.243316,8392.532702,8486.313823,8934.300061,9433.829888,10264.53587,11206.55087,12235.47615,13384.44198,14590.83383,15477.72714,16896.24604,19597.94841,21615.02249,23555.7148,27346.16638,29283.36361,30724.79466,29454.02792,30620.1748,30980.45449,31770.1904,32831.47606,32937.07201,33698.66655,31754.46967,31461.26406,32014.78313,
234,Tunisia,TUN,3639.389213,3823.389472,4124.732256,4225.606782,4367.616048,4485.298651,4818.862277,5098.372029,5337.215827,5680.131905,6021.264395,6331.13635,6465.27773,6843.692211,7408.824855,7839.868116,8421.998833,9135.799881,9605.921377,9868.305639,10227.32596,10139.13146,10642.5379,11032.93957,11460.34826,11598.86038,11743.4899,12047.05114,12502.82019,
235,Turkey,TUR,6141.073464,6302.782792,6721.16249,7313.833538,6950.971314,7487.435705,8017.780611,8626.035507,9095.990823,8757.193372,9583.78065,9215.131989,9329.813176,9603.880437,10860.05874,11887.86395,13621.46548,14849.32529,16053.80379,15489.87192,17425.86136,19651.67848,20616.86987,22269.03766,23967.11803,25625.57463,26150.3998,27915.52365,28068.85941,
237,Tanzania,TZA,1002.928575,1023.760053,1017.938728,1019.669829,1024.57429,1052.174018,1090.937906,1121.384496,1149.195479,1194.215029,1245.069474,1314.909847,1392.131445,1470.929684,1578.693473,1700.950077,1815.144391,1934.752743,2026.252856,2088.519946,2182.374747,2329.330437,2408.249792,2539.662399,2680.385594,2791.023424,2926.328043,3090.494371,3240.262937,
238,Uganda,UGA,501.7489953,529.2550742,541.4788317,581.2251581,611.9435055,675.6198672,728.2975159,756.2545612,779.411785,829.7172236,849.103967,885.0605616,947.3411238,995.2352113,1057.383445,1123.213095,1242.210442,1339.980495,1438.876731,1500.178502,1552.93584,1679.937855,1722.184621,1757.490012,1820.129666,1868.547153,1908.300268,1945.358604,2038.073892,
239,Ukraine,UKR,6790.330547,6416.127202,5908.841726,5185.4465,4101.842979,3706.109688,3426.848863,3412.312261,3415.545028,3490.68835,3817.510547,4303.35667,4646.840744,5225.772428,6062.087656,6485.633061,7227.729835,8033.265679,8423.700146,7267.415871,7664.396582,8281.867126,8481.779747,8647.990381,8710.749383,7972.435611,8289.707288,8693.693649,9249.462135,
241,Uruguay,URY,6386.691086,6788.175139,7439.379631,7760.751569,8441.450318,8432.761509,9001.665154,9870.342512,10366.26816,10259.14437,10249.7381,10054.52709,9422.245715,9681.415106,10446.4655,11574.32289,12399.89304,13540.07137,14756.47578,15456.18466,16808.28488,17993.44754,18930.9673,20094.29378,21069.23438,21300.97607,21820.25901,22728.13475,23572.17746,
242,United States,USA,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.139,32853.67698,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.96768,48382.55845,47099.98047,48466.82338,49883.11398,51603.49726,53106.90977,55032.958,56803.47243,57904.20196,59927.92983,62794.58565,
243,Uzbekistan,UZB,2499.383715,2516.952453,2233.019408,2183.169974,2072.747689,2059.610923,2092.568049,2197.520526,2280.804656,2387.352928,2499.496162,2627.207489,2741.054692,2876.463685,3137.531025,3420.094331,3740.23256,4145.109337,4533.914272,4853.690566,5136.234068,5502.049022,5933.17607,6394.541435,6866.481774,7327.832069,7723.937506,8084.651372,8556.051512,
248,Vietnam,VNM,945.8703268,1014.537312,1104.367617,1197.855215,1307.149354,1437.30713,1575.959633,1709.896773,1805.815779,1896.98947,2048.363759,2200.02024,2353.000468,2538.163204,2777.246874,3051.608497,3332.143253,3631.182562,3874.039234,4074.18424,4342.751917,4662.223052,4949.131363,5253.397519,5613.627304,5989.75769,6365.289485,6857.984044,7447.814334,
252,Kosovo,XKX,,,,,,,,,,,3688.088054,4782.379635,4820.69745,5200.329414,5476.113407,5983.3044,6390.420478,6983.8792,7249.40936,7506.89862,7782.875107,8222.285712,8547.652384,8903.763429,9194.741819,9781.019679,10208.8579,10756.66346,11348.36345,
254,South Africa,ZAF,6424.502215,6414.057923,6261.716184,6331.77758,6520.866604,6719.583315,7000.801619,7179.806651,7180.857025,7348.952257,7719.255957,7994.262425,8315.442736,8613.587442,9136.414314,9796.154549,10524.34606,11240.26037,11667.84983,11416.00169,11728.16049,12179.17419,12488.21557,12815.72707,13090.47683,13185.25328,13188.02962,13438.28289,13686.88236,
255,Zambia,ZMB,1517.926292,1528.781247,1499.340446,1600.347799,1457.627696,1493.123972,1572.973238,1616.492883,1584.006801,1636.148309,1691.967387,1773.963693,1835.247757,1948.531639,2087.213343,2248.465939,2434.454195,2637.277877,2819.650593,3017.024571,3269.794329,3419.01046,3634.780353,3765.584162,3893.549478,3927.761816,3998.004435,4090.12004,4223.906936,
256,Zimbabwe,ZWE,1829.677575,1949.732966,1777.843425,1807.2257,1986.02816,2004.362417,2227.060619,2303.829588,2377.832245,2377.12842,2344.271146,2421.530752,2235.360895,1885.511354,1818.104977,1759.358119,1738.51425,1705.901346,1417.507098,1581.161558,1888.566739,2168.110293,2534.541919,2583.985638,2648.568967,2679.580317,2687.385429,2825.725122,3029.793005,
